Date Time,No of cycles,Row0-Sensor1,Row0-Sensor2,Row1-Sensor1,Row1-Sensor2
2023-01-03 22:32:54.200242,1,3637,8884,6272,1195
2023-01-03 22:40:34.458988,2,3637,8922,6282,1196
2023-01-03 22:48:14.637674,3,3637,8922,6271,1195
2023-01-03 22:55:54.426260,4,3637,8941,6263,1187
2023-01-03 23:03:34.424665,5,3637,8903,6263,1187
2023-01-03 23:12:27.704390,1,3637,8912,6272,1196
2023-01-03 23:20:07.747373,2,3646,8912,6272,1205
2023-01-03 23:27:47.863870,3,3637,8913,6263,1186
2023-01-03 23:35:27.720892,4,3636,8940,6262,1186
2023-01-03 23:43:07.368796,5,3627,8931,6271,1185
2023-01-03 23:52:00.811625,1,3647,8950,6271,1194
2023-01-03 23:59:40.798303,2,3646,8912,6272,1195
2023-01-04 00:07:20.664986,3,3637,8912,6272,1195
2023-01-04 00:15:00.512322,4,3637,8894,6272,1196
2023-01-04 00:22:41.029697,5,3637,8894,6262,1186
2023-01-04 00:31:34.242520,1,3647,8951,6272,1196
2023-01-04 00:39:14.261315,2,3637,8904,6272,1195
2023-01-04 00:46:54.368049,3,3646,8941,6272,1195
2023-01-04 00:54:34.445535,4,3637,8923,6271,1195
2023-01-04 01:02:14.383638,5,3646,8903,6272,1196
2023-01-04 01:11:07.643512,1,3646,8913,6272,1196
2023-01-04 01:18:47.636284,2,3636,8940,6272,1196
2023-01-04 01:26:27.763895,3,3637,8912,6272,1195
2023-01-04 01:34:07.672499,4,3637,8959,6262,1195
2023-01-04 01:41:47.831492,5,3637,8894,6271,1204
2023-01-04 01:50:40.915769,1,3636,8912,6272,1196
2023-01-04 01:58:21.254667,2,3637,8951,6262,1195
2023-01-04 02:06:01.303498,3,3628,8913,6263,1186
2023-01-04 02:13:41.337222,4,3627,8940,6262,1186
2023-01-04 02:21:21.389304,5,3627,8903,6253,1186
2023-01-04 02:30:14.778940,1,3637,8903,6263,1195
2023-01-04 02:37:54.994595,2,3637,8903,6272,1195
2023-01-04 02:45:51.688442,3,3641,8931,6267,1194
2023-01-04 02:53:36.739154,4,3637,8922,6263,1196
2023-01-04 03:01:16.257928,5,3627,8932,6263,1196
2023-01-04 03:10:09.371610,1,3647,8923,6272,1205
2023-01-04 03:17:49.188810,2,3637,8932,6272,1195
2023-01-04 03:25:28.642427,3,3637,8941,6262,1194
2023-01-04 03:33:08.447398,4,3637,8903,6262,1185
2023-01-04 03:40:47.874329,5,3628,8913,6262,1186
2023-01-04 03:49:40.386816,1,3636,8912,6271,1195
2023-01-04 03:57:20.386816,2,3637,8931,6272,1195
2023-01-04 04:05:00.126496,3,3637,8941,6272,1196
2023-01-04 04:12:39.664668,4,3628,8903,6271,1195
2023-01-04 04:20:19.292186,5,3628,8922,6263,1186
2023-01-04 04:29:11.955242,1,3637,8942,6272,1204
2023-01-04 04:36:51.915516,2,3637,8922,6271,1185
2023-01-04 04:44:31.724323,3,3636,8894,6262,1195
2023-01-04 04:52:11.412694,4,3628,8922,6262,1185
2023-01-04 04:59:50.920605,5,3627,8894,6253,1186
2023-01-04 05:08:43.817449,1,3647,8894,6272,1195
2023-01-04 05:16:23.700750,2,3637,8922,6271,1195
2023-01-04 05:24:03.335868,3,3636,8969,6272,1204
2023-01-04 05:31:43.031963,4,3646,8931,6272,1204
2023-01-04 05:39:22.469936,5,3636,8912,6262,1195
2023-01-04 05:48:15.446167,1,3637,8913,6271,1195
2023-01-04 05:55:55.075097,2,3637,8894,6253,1195
2023-01-04 06:03:34.473445,3,3627,8931,6263,1187
2023-01-04 06:11:14.146686,4,3637,8884,6271,1195
2023-01-04 06:18:53.945579,5,3627,8912,6262,1186
2023-01-04 06:27:46.617140,1,3637,8913,6272,1195
2023-01-04 06:35:26.373746,2,3637,8894,6272,1196
2023-01-04 06:43:05.970507,3,3636,8912,6272,1186
2023-01-04 06:50:45.588921,4,3637,8913,6262,1186
2023-01-04 06:58:25.047298,5,3637,8932,6263,1187
