Date Time,No of cycles,Row0-Sensor1,Row0-Sensor2,Row1-Sensor1,Row1-Sensor2
2023-01-06 04:25:35.262898,1,3196,8449,5834,778
2023-01-06 04:33:20.999746,1,3196,8488,5834,789
2023-01-06 04:41:07.100296,1,3196,8459,5844,789
2023-01-06 04:48:52.962805,1,3196,8488,5844,779
2023-01-06 04:56:38.813159,1,3187,8468,5834,789
2023-01-06 05:04:24.585183,1,3186,8429,5834,778
2023-01-06 05:12:10.403724,1,3186,8478,5833,787
2023-01-06 05:19:56.302280,1,3186,8497,5844,779
2023-01-06 05:27:42.068103,1,3187,8469,5844,778
2023-01-06 05:35:27.852916,1,3187,8439,5834,779
2023-01-06 05:43:13.760028,1,3176,8458,5824,778
2023-01-06 05:50:59.716988,1,3176,8478,5824,778
2023-01-06 05:58:45.585980,1,3177,8478,5824,778
2023-01-06 06:06:31.521947,1,3177,8459,5825,759
2023-01-06 06:14:17.639320,1,3177,8497,5814,759
2023-01-06 06:22:03.576835,1,3177,8458,5814,769
2023-01-06 06:29:49.454160,1,3176,8429,5814,759
2023-01-06 06:37:35.461352,1,3166,8458,5815,759
2023-01-06 06:45:21.268492,1,3167,8469,5804,749
2023-01-06 06:53:07.128376,1,3166,8448,5814,759
2023-01-06 07:00:53.184920,1,3166,8458,5795,749
2023-01-06 07:08:39.252459,1,3156,8449,5794,729
2023-01-06 07:16:25.231186,1,3157,8468,5795,740
2023-01-06 07:24:11.040952,1,3157,8439,5794,738
2023-01-06 07:31:57.267225,1,3157,8448,5784,729
2023-01-06 07:39:43.634498,1,3157,8429,5786,730
2023-01-06 07:47:29.919209,1,3147,8458,5785,729
2023-01-06 07:55:15.887976,1,3147,8399,5775,730
2023-01-06 08:03:02.105299,1,3137,8439,5795,730
2023-01-06 08:10:48.282465,1,3138,8449,5775,729
2023-01-06 08:18:34.128761,1,3137,8410,5784,719
2023-01-06 08:26:19.973148,1,3136,8428,5775,719
2023-01-06 08:34:05.971697,1,3137,8399,5775,720
2023-01-06 08:41:51.967671,1,3138,8419,5775,719
2023-01-06 08:49:38.041158,1,3138,8389,5775,720
2023-01-06 08:57:24.091214,1,3137,8409,5775,719
2023-01-06 09:05:09.881411,1,3136,8408,5785,719
2023-01-06 09:12:55.740470,1,3137,8409,5784,739
2023-01-06 09:20:41.669120,1,3127,8419,5775,730
2023-01-06 09:28:27.636178,1,3127,8409,5785,729
2023-01-06 09:36:13.712450,1,3127,8389,5785,729
2023-01-06 09:43:59.580010,1,3128,8400,5785,730
